Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  term12  ?f  ?b  term3  ?f   => ?a  term1  ?b	0.190104167	0.262589928	0.266423358	73	278	274	?b	0.0	0.0	0.0
?a  term3  ?f  ?b  term3  ?f   => ?a  term1  ?b	0.229166667	0.096597146	0.107843137	88	911	816	?b	0.0	0.0	0.0
?b  term3  ?f  ?a  term4  ?f   => ?a  term1  ?b	0.205729167	0.131886477	0.146296296	79	599	540	?b	0.0	0.0	0.0
?a  term21  ?f  ?b  term3  ?f   => ?a  term1  ?b	0.106770833	0.183856502	0.208121827	41	223	197	?b	0.0	0.0	0.0
?a  term20  ?f  ?b  term3  ?f   => ?a  term1  ?b	0.0859375	0.126923077	0.135802469	33	260	243	?b	0.0	0.0	0.0
?a  term17  ?f  ?b  term3  ?f   => ?a  term1  ?b	0.161458333	0.144186047	0.155778894	62	430	398	?b	0.0	0.0	0.0
?a  term14  ?f  ?b  term3  ?f   => ?a  term1  ?b	0.026041667	0.217391304	0.238095238	10	46	42	?b	0.0	0.0	0.0
?b  term5  ?f  ?f  term6  ?a   => ?a  term1  ?b	0.09375	0.121212121	0.150627615	36	297	239	?b	0.0	0.0	0.0
?f  term18  ?a  ?b  term5  ?f   => ?a  term1  ?b	0.2890625	0.125565611	0.143041237	111	884	776	?b	0.0	0.0	0.0
?f  term20  ?a  ?b  term3  ?f   => ?a  term1  ?b	0.075520833	0.10701107	0.115079365	29	271	252	?b	0.0	0.0	0.0
?f  term11  ?a  ?b  term2  ?f   => ?a  term1  ?b	0.3671875	0.411078717	0.411078717	141	343	343	?b	0.0	0.0	0.0
?f  term10  ?a  ?b  term2  ?f   => ?a  term1  ?b	0.252604167	0.308917197	0.308917197	97	314	314	?b	0.0	0.0	0.0
?b  term2  ?f  ?f  term9  ?a   => ?a  term1  ?b	0.1171875	0.251396648	0.251396648	45	179	179	?b	0.0	0.0	0.0
?f  term2  ?a  ?b  term2  ?f   => ?a  term1  ?b	0.013020833	0.147058824	0.147058824	5	34	34	?b	0.0	0.0	0.0
?a  term18  ?f  ?b  term5  ?f   => ?a  term1  ?b	0.278645833	0.114438503	0.131773399	107	935	812	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term2  ?f   => ?a  term1  ?b	0.09375	0.148760331	0.148760331	36	242	242	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term2  ?f   => ?a  term1  ?b	0.078125	0.132743363	0.132743363	30	226	226	?b	0.0	0.0	0.0
?a  term10  ?f  ?b  term2  ?f   => ?a  term1  ?b	0.3828125	0.418803419	0.418803419	147	351	351	?b	0.0	0.0	0.0
?a  term11  ?f  ?b  term2  ?f   => ?a  term1  ?b	0.364583333	0.314606742	0.314606742	140	445	445	?b	0.0	0.0	0.0
?b  term2  ?f  ?a  term9  ?f   => ?a  term1  ?b	0.1953125	0.412087912	0.412087912	75	182	182	?b	0.0	0.0	0.0
?f  term18  ?a  ?b  term6  ?f   => ?a  term1  ?b	0.166666667	0.136460554	0.150588235	64	469	425	?b	0.0	0.0	0.0
?f  term5  ?a  ?b  term6  ?f   => ?a  term1  ?b	0.088541667	0.089005236	0.110032362	34	382	309	?b	0.0	0.0	0.0
?f  term6  ?a  ?b  term6  ?f   => ?a  term1  ?b	0.1171875	0.126760563	0.149501661	45	355	301	?b	0.0	0.0	0.0
?a  term15  ?f  ?b  term6  ?f   => ?a  term1  ?b	0.1953125	0.111607143	0.135379061	75	672	554	?b	0.0	0.0	0.0
?a  term18  ?f  ?b  term6  ?f   => ?a  term1  ?b	0.169270833	0.123339658	0.138297872	65	527	470	?b	0.0	0.0	0.0
?b  term13  ?f  ?f  term3  ?a   => ?a  term1  ?b	0.234375	0.121786198	0.13803681	90	739	652	?b	0.0	0.0	0.0
?b  term13  ?f  ?f  term4  ?a   => ?a  term1  ?b	0.2109375	0.143109541	0.151969981	81	566	533	?b	0.0	0.0	0.0
?f  term13  ?a  ?b  term13  ?f   => ?a  term1  ?b	0.184895833	0.096598639	0.106766917	71	735	665	?b	0.0	0.0	0.0
?b  term13  ?f  ?f  term21  ?a   => ?a  term1  ?b	0.138020833	0.113978495	0.12183908	53	465	435	?b	0.0	0.0	0.0
?b  term13  ?f  ?f  term17  ?a   => ?a  term1  ?b	0.138020833	0.107723577	0.116483516	53	492	455	?b	0.0	0.0	0.0
?b  term13  ?f  ?a  term3  ?f   => ?a  term1  ?b	0.252604167	0.154704944	0.172597865	97	627	562	?b	0.0	0.0	0.0
?b  term13  ?f  ?a  term17  ?f   => ?a  term1  ?b	0.166666667	0.11615245	0.129032258	64	551	496	?b	0.0	0.0	0.0
?a  term13  ?f  ?b  term13  ?f   => ?a  term1  ?b	0.322916667	0.108581436	0.118660287	124	1142	1045	?b	0.0	0.0	0.0
?b  term13  ?f  ?a  term21  ?f   => ?a  term1  ?b	0.122395833	0.120204604	0.133522727	47	391	352	?b	0.0	0.0	0.0
?b  term13  ?f  ?a  term14  ?f   => ?a  term1  ?b	0.0234375	0.642857143	0.642857143	9	14	14	?b	0.0	0.0	0.0
?f  term15  ?a  ?b  term22  ?f   => ?a  term1  ?b	0.231770833	0.209411765	0.22418136	89	425	397	?b	0.0	0.0	0.0
?b  term22  ?f  ?f  term5  ?a   => ?a  term1  ?b	0.083333333	0.113475177	0.119402985	32	282	268	?b	0.0	0.0	0.0
?b  term22  ?f  ?f  term6  ?a   => ?a  term1  ?b	0.072916667	0.101083032	0.106870229	28	277	262	?b	0.0	0.0	0.0
?b  term22  ?f  ?a  term6  ?f   => ?a  term1  ?b	0.221354167	0.209359606	0.223097113	85	406	381	?b	0.0	0.0	0.0
?b  term13  ?f  ?a  term4  ?f   => ?a  term1  ?b	0.1640625	0.126760563	0.13490364	63	497	467	?b	0.0	0.0	0.0
?a  term15  ?f  ?b  term22  ?f   => ?a  term1  ?b	0.153645833	0.113243762	0.118473896	59	521	498	?b	0.0	0.0	0.0
?b  term14  ?f  ?f  term3  ?a   => ?a  term1  ?b	0.013020833	0.172413793	0.172413793	5	29	29	?b	0.0	0.0	0.0
?b  term14  ?f  ?f  term4  ?a   => ?a  term1  ?b	0.0390625	0.140186916	0.144230769	15	107	104	?b	0.0	0.0	0.0
?b  term14  ?f  ?a  term17  ?f   => ?a  term1  ?b	0.028645833	0.224489796	0.239130435	11	49	46	?b	0.0	0.0	0.0
?b  term14  ?f  ?a  term3  ?f   => ?a  term1  ?b	0.018229167	0.152173913	0.152173913	7	46	46	?b	0.0	0.0	0.0
?b  term14  ?f  ?a  term20  ?f   => ?a  term1  ?b	0.018229167	0.114754098	0.114754098	7	61	61	?b	0.0	0.0	0.0
?b  term20  ?f  ?f  term4  ?a   => ?a  term1  ?b	0.361979167	0.266283525	0.297008547	139	522	468	?b	0.0	0.0	0.0
?b  term14  ?f  ?f  term17  ?a   => ?a  term1  ?b	0.036458333	0.197183099	0.208955224	14	71	67	?b	0.0	0.0	0.0
?b  term14  ?f  ?a  term4  ?f   => ?a  term1  ?b	0.03125	0.127659574	0.131868132	12	94	91	?b	0.0	0.0	0.0
?f  term17  ?a  ?b  term20  ?f   => ?a  term1  ?b	0.184895833	0.172330097	0.188328912	71	412	377	?b	0.0	0.0	0.0
?f  term13  ?a  ?b  term20  ?f   => ?a  term1  ?b	0.1015625	0.129139073	0.140794224	39	302	277	?b	0.0	0.0	0.0
?f  term12  ?a  ?b  term20  ?f   => ?a  term1  ?b	0.067708333	0.124401914	0.141304348	26	209	184	?b	0.0	0.0	0.0
?f  term14  ?a  ?b  term20  ?f   => ?a  term1  ?b	0.036458333	0.233333333	0.233333333	14	60	60	?b	0.0	0.0	0.0
?b  term20  ?f  ?f  term3  ?a   => ?a  term1  ?b	0.1171875	0.153583618	0.171755725	45	293	262	?b	0.0	0.0	0.0
?b  term20  ?f  ?a  term4  ?f   => ?a  term1  ?b	0.3515625	0.262645914	0.288461538	135	514	468	?b	0.0	0.0	0.0
?a  term12  ?f  ?b  term20  ?f   => ?a  term1  ?b	0.2578125	0.225	0.255154639	99	440	388	?b	0.0	0.0	0.0
?a  term17  ?f  ?b  term20  ?f   => ?a  term1  ?b	0.1328125	0.173469388	0.191011236	51	294	267	?b	0.0	0.0	0.0
?a  term13  ?f  ?b  term14  ?f   => ?a  term1  ?b	0.020833333	0.571428571	0.571428571	8	14	14	?b	0.0	0.0	0.0
?a  term14  ?f  ?b  term20  ?f   => ?a  term1  ?b	0.028645833	0.180327869	0.215686275	11	61	51	?b	0.0	0.0	0.0
?a  term20  ?f  ?b  term20  ?f   => ?a  term1  ?b	0.119791667	0.092929293	0.103139013	46	495	446	?b	0.0	0.0	0.0
?b  term19  ?f  ?f  term7  ?a   => ?a  term1  ?b	0.020833333	0.258064516	0.258064516	8	31	31	?b	0.0	0.0	0.0
?f  term16  ?a  ?b  term19  ?f   => ?a  term1  ?b	0.013020833	0.11627907	0.11627907	5	43	43	?b	0.0	0.0	0.0
?a  term16  ?f  ?b  term19  ?f   => ?a  term1  ?b	0.0234375	0.169811321	0.169811321	9	53	53	?b	0.0	0.0	0.0
?b  term19  ?f  ?a  term8  ?f   => ?a  term1  ?b	0.018229167	0.125	0.125	7	56	56	?b	0.0	0.0	0.0
?b  term21  ?f  ?f  term3  ?a   => ?a  term1  ?b	0.135416667	0.184397163	0.199233716	52	282	261	?b	0.0	0.0	0.0
?b  term21  ?f  ?f  term4  ?a   => ?a  term1  ?b	0.106770833	0.216931217	0.225274725	41	189	182	?b	0.0	0.0	0.0
?b  term20  ?f  ?a  term3  ?f   => ?a  term1  ?b	0.096354167	0.142307692	0.158119658	37	260	234	?b	0.0	0.0	0.0
?f  term21  ?a  ?b  term21  ?f   => ?a  term1  ?b	0.059895833	0.108490566	0.112745098	23	212	204	?b	0.0	0.0	0.0
?f  term13  ?a  ?b  term21  ?f   => ?a  term1  ?b	0.072916667	0.112	0.124444444	28	250	225	?b	0.0	0.0	0.0
?f  term12  ?a  ?b  term21  ?f   => ?a  term1  ?b	0.075520833	0.183544304	0.2	29	158	145	?b	0.0	0.0	0.0
?a  term13  ?f  ?b  term21  ?f   => ?a  term1  ?b	0.200520833	0.196930946	0.206434316	77	391	373	?b	0.0	0.0	0.0
?f  term14  ?a  ?b  term21  ?f   => ?a  term1  ?b	0.010416667	0.25	0.25	4	16	16	?b	0.0	0.0	0.0
?b  term21  ?f  ?a  term4  ?f   => ?a  term1  ?b	0.119791667	0.264367816	0.273809524	46	174	168	?b	0.0	0.0	0.0
?a  term17  ?f  ?b  term21  ?f   => ?a  term1  ?b	0.059895833	0.08984375	0.1	23	256	230	?b	0.0	0.0	0.0
?b  term21  ?f  ?a  term3  ?f   => ?a  term1  ?b	0.125	0.215246637	0.226415094	48	223	212	?b	0.0	0.0	0.0
?b  term21  ?f  ?a  term8  ?f   => ?a  term1  ?b	0.013020833	0.357142857	0.357142857	5	14	14	?b	0.0	0.0	0.0
?f  term13  ?a  ?b  term25  ?f   => ?a  term1  ?b	0.018229167	0.4375	0.5	7	16	14	?b	0.0	0.0	0.0
?f  term17  ?a  ?b  term25  ?f   => ?a  term1  ?b	0.013020833	0.294117647	0.357142857	5	17	14	?b	0.0	0.0	0.0
?a  term20  ?f  ?b  term25  ?f   => ?a  term1  ?b	0.010416667	0.25	0.4	4	16	10	?b	0.0	0.0	0.0
?a  term17  ?f  ?b  term25  ?f   => ?a  term1  ?b	0.010416667	0.5	0.571428571	4	8	7	?b	0.0	0.0	0.0
?b  term24  ?f  ?f  term4  ?a   => ?a  term1  ?b	0.010416667	0.8	1	4	5	4	?b	0.0	0.0	0.0
?a  term1  ?f  ?f  term10  ?b   => ?a  term1  ?b	0.372395833	0.326484018	0.333333333	143	438	429	?b	0.0	0.0	0.0
?a  term1  ?f  ?f  term11  ?b   => ?a  term1  ?b	0.697916667	0.25426945	0.286937901	268	1054	934	?b	0.0	0.0	0.0
?a  term1  ?f  ?f  term9  ?b   => ?a  term1  ?b	0.364583333	0.361757106	0.402298851	140	387	348	?b	0.0	0.0	0.0
?f  term12  ?a  ?b  term25  ?f   => ?a  term1  ?b	0.013020833	0.454545455	0.833333333	5	11	6	?b	0.0	0.0	0.0
?a  term12  ?f  ?b  term25  ?f   => ?a  term1  ?b	0.015625	0.352941176	0.545454545	6	17	11	?b	0.0	0.0	0.0
?f  term0  ?b  ?a  term1  ?f   => ?a  term1  ?b	0.1171875	0.152542373	0.209302326	45	295	215	?b	0.0	0.0	0.0
?f  term7  ?b  ?a  term7  ?f   => ?a  term1  ?b	0.458333333	0.111111111	0.118518519	176	1584	1485	?b	0.0	0.0	0.0
?a  term7  ?f  ?f  term8  ?b   => ?a  term1  ?b	0.455729167	0.1097867	0.124643875	175	1594	1404	?b	0.0	0.0	0.0
?f  term16  ?b  ?a  term16  ?f   => ?a  term1  ?b	0.9453125	0.154402382	0.172364672	363	2351	2106	?b	0.0	0.0	0.0
?a  term16  ?f  ?f  term19  ?b   => ?a  term1  ?b	0.059895833	0.252747253	0.294871795	23	91	78	?b	0.0	0.0	0.0
?f  term8  ?b  ?a  term8  ?f   => ?a  term1  ?b	0.458333333	0.122733612	0.138039216	176	1434	1275	?b	0.0	0.0	0.0
?f  term7  ?b  ?a  term8  ?f   => ?a  term1  ?b	0.427083333	0.103339635	0.108825481	164	1587	1507	?b	0.0	0.0	0.0
?f  term21  ?b  ?a  term8  ?f   => ?a  term1  ?b	0.013020833	0.25	0.25	5	20	20	?b	0.0	0.0	0.0
?a  term16  ?f  ?f  term8  ?b   => ?a  term1  ?b	0.440104167	0.092349727	0.104579208	169	1830	1616	?b	0.0	0.0	0.0
?f  term17  ?b  ?a  term4  ?f   => ?a  term1  ?b	0.375	0.205714286	0.221879815	144	700	649	?b	0.0	0.0	0.0
?f  term3  ?b  ?a  term4  ?f   => ?a  term1  ?b	0.2265625	0.142857143	0.157608696	87	609	552	?b	0.0	0.0	0.0
?f  term13  ?b  ?a  term4  ?f   => ?a  term1  ?b	0.1796875	0.128731343	0.138554217	69	536	498	?b	0.0	0.0	0.0
?f  term21  ?b  ?a  term4  ?f   => ?a  term1  ?b	0.153645833	0.205574913	0.209964413	59	287	281	?b	0.0	0.0	0.0
?f  term20  ?b  ?a  term4  ?f   => ?a  term1  ?b	0.299479167	0.221153846	0.244161359	115	520	471	?b	0.0	0.0	0.0
?f  term12  ?b  ?a  term4  ?f   => ?a  term1  ?b	0.153645833	0.159459459	0.184952978	59	370	319	?b	0.0	0.0	0.0
?f  term25  ?b  ?a  term4  ?f   => ?a  term1  ?b	0.044270833	0.320754717	0.395348837	17	53	43	?b	0.0	0.0	0.0
?f  term14  ?b  ?a  term4  ?f   => ?a  term1  ?b	0.013020833	0.096153846	0.119047619	5	52	42	?b	0.0	0.0	0.0
?a  term18  ?f  ?f  term5  ?b   => ?a  term1  ?b	0.3515625	0.271629779	0.323741007	135	497	417	?b	0.0	0.0	0.0
?a  term18  ?f  ?f  term6  ?b   => ?a  term1  ?b	0.341145833	0.215815486	0.21869783	131	607	599	?b	0.0	0.0	0.0
?f  term18  ?b  ?a  term5  ?f   => ?a  term1  ?b	0.6328125	0.274886878	0.296703297	243	884	819	?b	0.0	0.0	0.0
?a  term5  ?f  ?f  term6  ?b   => ?a  term1  ?b	0.2109375	0.272727273	0.293478261	81	297	276	?b	0.0	0.0	0.0
?f  term5  ?b  ?a  term5  ?f   => ?a  term1  ?b	0.171875	0.17232376	0.222222222	66	383	297	?b	0.0	0.0	0.0
?f  term1  ?b  ?a  term11  ?f   => ?a  term1  ?b	0.643229167	0.28358209	0.28358209	247	871	871	?b	0.0	0.0	0.0
?f  term15  ?b  ?a  term18  ?f   => ?a  term1  ?b	0.309895833	0.105309735	0.118525896	119	1130	1004	?b	0.0	0.0	0.0
?f  term0  ?b  ?a  term11  ?f   => ?a  term1  ?b	0.1640625	0.14416476	0.179487179	63	437	351	?b	0.0	0.0	0.0
?a  term11  ?f  ?f  term2  ?b   => ?a  term1  ?b	0.161458333	0.187878788	0.211604096	62	330	293	?b	0.0	0.0	0.0
?a  term11  ?f  ?f  term9  ?b   => ?a  term1  ?b	0.213541667	0.094361335	0.106493506	82	869	770	?b	0.0	0.0	0.0
?f  term1  ?b  ?a  term10  ?f   => ?a  term1  ?b	0.625	0.311688312	0.311688312	240	770	770	?b	0.0	0.0	0.0
?a  term10  ?f  ?f  term9  ?b   => ?a  term1  ?b	0.309895833	0.175	0.196694215	119	680	605	?b	0.0	0.0	0.0
?f  term10  ?b  ?a  term10  ?f   => ?a  term1  ?b	0.2265625	0.140322581	0.143092105	87	620	608	?b	0.0	0.0	0.0
?f  term0  ?b  ?a  term10  ?f   => ?a  term1  ?b	0.09375	0.135338346	0.21686747	36	266	166	?b	0.0	0.0	0.0
?a  term13  ?f  ?f  term3  ?b   => ?a  term1  ?b	0.440104167	0.228687415	0.242816092	169	739	696	?b	0.0	0.0	0.0
?a  term13  ?f  ?f  term4  ?b   => ?a  term1  ?b	0.390625	0.265017668	0.309278351	150	566	485	?b	0.0	0.0	0.0
?a  term13  ?f  ?f  term17  ?b   => ?a  term1  ?b	0.328125	0.256097561	0.289655172	126	492	435	?b	0.0	0.0	0.0
?a  term13  ?f  ?f  term20  ?b   => ?a  term1  ?b	0.026041667	0.208333333	0.208333333	10	48	48	?b	0.0	0.0	0.0
?a  term13  ?f  ?f  term24  ?b   => ?a  term1  ?b	0.0234375	0.9	0.9	9	10	10	?b	0.0	0.0	0.0
?a  term13  ?f  ?f  term14  ?b   => ?a  term1  ?b	0.020833333	0.095238095	0.129032258	8	84	62	?b	0.0	0.0	0.0
?f  term9  ?b  ?a  term9  ?f   => ?a  term1  ?b	0.2890625	0.178170144	0.199281867	111	623	557	?b	0.0	0.0	0.0
?f  term10  ?b  ?a  term9  ?f   => ?a  term1  ?b	0.236979167	0.140432099	0.146537842	91	648	621	?b	0.0	0.0	0.0
?f  term2  ?b  ?a  term9  ?f   => ?a  term1  ?b	0.125	0.112676056	0.121518987	48	426	395	?b	0.0	0.0	0.0
?f  term0  ?b  ?a  term9  ?f   => ?a  term1  ?b	0.075520833	0.081460674	0.112840467	29	356	257	?b	0.0	0.0	0.0
?f  term1  ?b  ?a  term9  ?f   => ?a  term1  ?b	0.416666667	0.252365931	0.252365931	160	634	634	?b	0.0	0.0	0.0
?a  term13  ?f  ?f  term21  ?b   => ?a  term1  ?b	0.213541667	0.176344086	0.183856502	82	465	446	?b	0.0	0.0	0.0
?f  term13  ?b  ?a  term13  ?f   => ?a  term1  ?b	0.255208333	0.133333333	0.141823444	98	735	691	?b	0.0	0.0	0.0
?f  term5  ?b  ?a  term6  ?f   => ?a  term1  ?b	0.270833333	0.272251309	0.325	104	382	320	?b	0.0	0.0	0.0
?f  term22  ?b  ?a  term6  ?f   => ?a  term1  ?b	0.171875	0.173684211	0.186440678	66	380	354	?b	0.0	0.0	0.0
?f  term6  ?b  ?a  term6  ?f   => ?a  term1  ?b	0.3046875	0.329577465	0.341107872	117	355	343	?b	0.0	0.0	0.0
?a  term17  ?f  ?f  term4  ?b   => ?a  term1  ?b	0.3359375	0.226713533	0.270440252	129	569	477	?b	0.0	0.0	0.0
?a  term17  ?f  ?f  term3  ?b   => ?a  term1  ?b	0.244791667	0.166077739	0.179732314	94	566	523	?b	0.0	0.0	0.0
?a  term17  ?f  ?f  term20  ?b   => ?a  term1  ?b	0.158854167	0.202657807	0.217857143	61	301	280	?b	0.0	0.0	0.0
?f  term18  ?b  ?a  term6  ?f   => ?a  term1  ?b	0.315104167	0.257995736	0.266519824	121	469	454	?b	0.0	0.0	0.0
?f  term13  ?b  ?a  term17  ?f   => ?a  term1  ?b	0.151041667	0.101398601	0.108818011	58	572	533	?b	0.0	0.0	0.0
?a  term17  ?f  ?f  term21  ?b   => ?a  term1  ?b	0.0703125	0.09540636	0.100746269	27	283	268	?b	0.0	0.0	0.0
?f  term15  ?b  ?a  term15  ?f   => ?a  term1  ?b	0.229166667	0.097995546	0.113842173	88	898	773	?b	0.0	0.0	0.0
?a  term15  ?f  ?f  term18  ?b   => ?a  term1  ?b	0.427083333	0.161576355	0.172088143	164	1015	953	?b	0.0	0.0	0.0
?a  term15  ?f  ?f  term22  ?b   => ?a  term1  ?b	0.1484375	0.119747899	0.126385809	57	476	451	?b	0.0	0.0	0.0
?f  term14  ?b  ?a  term17  ?f   => ?a  term1  ?b	0.041666667	0.170212766	0.210526316	16	94	76	?b	0.0	0.0	0.0
?a  term3  ?f  ?f  term4  ?b   => ?a  term1  ?b	0.208333333	0.131578947	0.149812734	80	608	534	?b	0.0	0.0	0.0
?f  term3  ?b  ?a  term3  ?f   => ?a  term1  ?b	0.2109375	0.094186047	0.10492228	81	860	772	?b	0.0	0.0	0.0
?f  term17  ?b  ?a  term3  ?f   => ?a  term1  ?b	0.205729167	0.135042735	0.146840149	79	585	538	?b	0.0	0.0	0.0
?f  term13  ?b  ?a  term3  ?f   => ?a  term1  ?b	0.169270833	0.145089286	0.155131265	65	448	419	?b	0.0	0.0	0.0
?f  term21  ?b  ?a  term3  ?f   => ?a  term1  ?b	0.135416667	0.168831169	0.172757475	52	308	301	?b	0.0	0.0	0.0
?f  term20  ?b  ?a  term3  ?f   => ?a  term1  ?b	0.1171875	0.166051661	0.18442623	45	271	244	?b	0.0	0.0	0.0
?f  term12  ?b  ?a  term3  ?f   => ?a  term1  ?b	0.096354167	0.156118143	0.186868687	37	237	198	?b	0.0	0.0	0.0
?f  term14  ?b  ?a  term3  ?f   => ?a  term1  ?b	0.015625	0.115384615	0.162162162	6	52	37	?b	0.0	0.0	0.0
?a  term0  ?f  ?f  term1  ?b   => ?a  term1  ?b	0.182291667	0.151515152	0.151515152	70	462	462	?b	0.0	0.0	0.0
?a  term0  ?f  ?f  term11  ?b   => ?a  term1  ?b	0.130208333	0.124378109	0.153374233	50	402	326	?b	0.0	0.0	0.0
?a  term0  ?f  ?f  term2  ?b   => ?a  term1  ?b	0.083333333	0.217687075	0.233576642	32	147	137	?b	0.0	0.0	0.0
?a  term0  ?f  ?f  term10  ?b   => ?a  term1  ?b	0.104166667	0.15037594	0.166666667	40	266	240	?b	0.0	0.0	0.0
?a  term12  ?f  ?f  term20  ?b   => ?a  term1  ?b	0.263020833	0.239336493	0.259640103	101	422	389	?b	0.0	0.0	0.0
?a  term12  ?f  ?f  term4  ?b   => ?a  term1  ?b	0.25	0.212389381	0.237037037	96	452	405	?b	0.0	0.0	0.0
?a  term12  ?f  ?f  term13  ?b   => ?a  term1  ?b	0.15625	0.125	0.132743363	60	480	452	?b	0.0	0.0	0.0
?a  term12  ?f  ?f  term17  ?b   => ?a  term1  ?b	0.127604167	0.099190283	0.101449275	49	494	483	?b	0.0	0.0	0.0
?a  term22  ?f  ?f  term5  ?b   => ?a  term1  ?b	0.208333333	0.283687943	0.330578512	80	282	242	?b	0.0	0.0	0.0
?a  term22  ?f  ?f  term6  ?b   => ?a  term1  ?b	0.182291667	0.252707581	0.258302583	70	277	271	?b	0.0	0.0	0.0
?a  term21  ?f  ?f  term3  ?b   => ?a  term1  ?b	0.125	0.170212766	0.195918367	48	282	245	?b	0.0	0.0	0.0
?f  term12  ?b  ?a  term21  ?f   => ?a  term1  ?b	0.083333333	0.202531646	0.237037037	32	158	135	?b	0.0	0.0	0.0
?f  term13  ?b  ?a  term21  ?f   => ?a  term1  ?b	0.078125	0.12	0.129310345	30	250	232	?b	0.0	0.0	0.0
?f  term17  ?b  ?a  term21  ?f   => ?a  term1  ?b	0.072916667	0.131455399	0.142857143	28	213	196	?b	0.0	0.0	0.0
?a  term12  ?f  ?f  term3  ?b   => ?a  term1  ?b	0.2578125	0.284482759	0.300911854	99	348	329	?b	0.0	0.0	0.0
?a  term20  ?f  ?f  term3  ?b   => ?a  term1  ?b	0.104166667	0.136518771	0.143884892	40	293	278	?b	0.0	0.0	0.0
?a  term20  ?f  ?f  term4  ?b   => ?a  term1  ?b	0.291666667	0.214559387	0.252252252	112	522	444	?b	0.0	0.0	0.0
?f  term13  ?b  ?a  term20  ?f   => ?a  term1  ?b	0.104166667	0.132450331	0.14084507	40	302	284	?b	0.0	0.0	0.0
?f  term14  ?b  ?a  term20  ?f   => ?a  term1  ?b	0.049479167	0.316666667	0.339285714	19	60	56	?b	0.0	0.0	0.0
?a  term21  ?f  ?f  term4  ?b   => ?a  term1  ?b	0.119791667	0.243386243	0.282208589	46	189	163	?b	0.0	0.0	0.0
?f  term12  ?b  ?a  term20  ?f   => ?a  term1  ?b	0.057291667	0.105263158	0.116402116	22	209	189	?b	0.0	0.0	0.0
?a  term19  ?f  ?f  term8  ?b   => ?a  term1  ?b	0.018229167	0.2	0.24137931	7	35	29	?b	0.0	0.0	0.0
?a  term14  ?f  ?f  term4  ?b   => ?a  term1  ?b	0.052083333	0.186915888	0.23255814	20	107	86	?b	0.0	0.0	0.0
?a  term14  ?f  ?f  term3  ?b   => ?a  term1  ?b	0.03125	0.413793103	0.428571429	12	29	28	?b	0.0	0.0	0.0
?a  term14  ?f  ?f  term20  ?b   => ?a  term1  ?b	0.028645833	0.161764706	0.2	11	68	55	?b	0.0	0.0	0.0
?a  term19  ?f  ?f  term7  ?b   => ?a  term1  ?b	0.010416667	0.129032258	0.142857143	4	31	28	?b	0.0	0.0	0.0
?a  term14  ?f  ?f  term17  ?b   => ?a  term1  ?b	0.0234375	0.126760563	0.134328358	9	71	67	?b	0.0	0.0	0.0
?f  term0  ?b  ?a  term2  ?f   => ?a  term1  ?b	0.1875	0.297520661	0.330275229	72	242	218	?b	0.0	0.0	0.0
?f  term13  ?b  ?a  term14  ?f   => ?a  term1  ?b	0.015625	0.098360656	0.111111111	6	61	54	?b	0.0	0.0	0.0
?a  term24  ?f  ?f  term4  ?b   => ?a  term1  ?b	0.010416667	0.8	1	4	5	4	?b	0.0	0.0	0.0
?e  term1  ?b  ?e  term9  ?a   => ?a  term1  ?b	0.255208333	0.230046948	0.230046948	98	426	426	?b	0.0	0.0	0.0
?e  term0  ?a  ?e  term1  ?b   => ?a  term1  ?b	0.177083333	0.145922747	0.145922747	68	466	466	?b	0.0	0.0	0.0
?e  term1  ?b  ?e  term10  ?a   => ?a  term1  ?b	0.421875	0.28125	0.28125	162	576	576	?b	0.0	0.0	0.0
?e  term1  ?b  ?e  term11  ?a   => ?a  term1  ?b	0.622395833	0.258938245	0.258938245	239	923	923	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term3  ?b   => ?a  term1  ?b	0.291666667	0.204379562	0.219178082	112	548	511	?b	0.0	0.0	0.0
?e  term3  ?b  ?e  term4  ?a   => ?a  term1  ?b	0.247395833	0.171480144	0.186640472	95	554	509	?b	0.0	0.0	0.0
?e  term12  ?a  ?e  term3  ?b   => ?a  term1  ?b	0.177083333	0.232081911	0.26459144	68	293	257	?b	0.0	0.0	0.0
?e  term17  ?a  ?e  term3  ?b   => ?a  term1  ?b	0.1953125	0.165929204	0.182481752	75	452	411	?b	0.0	0.0	0.0
?e  term20  ?a  ?e  term3  ?b   => ?a  term1  ?b	0.114583333	0.181069959	0.184100418	44	243	239	?b	0.0	0.0	0.0
?e  term21  ?a  ?e  term3  ?b   => ?a  term1  ?b	0.111979167	0.148275862	0.172	43	290	250	?b	0.0	0.0	0.0
?e  term3  ?a  ?e  term3  ?b   => ?a  term1  ?b	0.390625	0.137488543	0.148662042	150	1091	1009	?b	0.0	0.0	0.0
?e  term14  ?a  ?e  term3  ?b   => ?a  term1  ?b	0.041666667	0.197530864	0.202531646	16	81	79	?b	0.0	0.0	0.0
?e  term16  ?b  ?e  term8  ?a   => ?a  term1  ?b	0.421875	0.097414311	0.108797851	162	1663	1489	?b	0.0	0.0	0.0
